id,imdb_rating,imdb_votes,number_in_season,number_in_series,original_air_date,original_air_year,season,title,us_viewers_in_millions,views,weekday_num,weekday_name,year,month,trend_slope,viewers_type
471,6.4,489.0,7,471,2010-11-28,2010,22,How Munched is That Birdie in the Window?,9.38,37568.0,6,Sunday,2010,11,-0.16637492941840787,Individual Viewers (Millions)
483,6.6,486.0,19,483,2011-05-01,2011,22,The Real Housewives of Fat Tony,6.1,41638.0,6,Sunday,2011,5,-0.16637492941840787,Individual Viewers (Millions)
474,6.3,464.0,10,474,2011-01-09,2011,22,Moms I'd Like to Forget,12.6,41253.0,6,Sunday,2011,1,-0.16637492941840787,Individual Viewers (Millions)
467,6.8,501.0,3,467,2010-10-10,2010,22,MoneyBart,6.72,39073.0,6,Sunday,2010,10,-0.16637492941840787,Individual Viewers (Millions)
475,6.9,520.0,11,475,2011-01-16,2011,22,Flaming Moe,6.47,42734.0,6,Sunday,2011,1,-0.16637492941840787,Individual Viewers (Millions)
217,7.3,815.0,14,217,1999-02-14,1999,10,I'm with Cupid,7.7,46822.0,6,Sunday,1999,2,0.03665019762845839,Household Viewers (Millions)
488,7.0,528.0,2,488,2011-10-02,2011,23,Bart Stops to Smell the Roosevelts,6.19,37642.0,6,Sunday,2011,10,-0.1660304912478825,Individual Viewers (Millions)
490,6.7,491.0,4,490,2011-11-06,2011,23,Replaceable You,7.97,38034.0,6,Sunday,2011,11,-0.1660304912478825,Individual Viewers (Millions)
497,7.0,553.0,11,497,2012-01-15,2012,23,The D'oh-cial Network,11.48,43275.0,6,Sunday,2012,1,-0.1660304912478825,Individual Viewers (Millions)
540,7.1,475.0,10,540,2014-01-12,2014,25,Married to the Blob,4.83,40646.0,6,Sunday,2014,1,-0.15908526256352343,Individual Viewers (Millions)
507,6.7,408.0,21,507,2012-05-13,2012,23,Ned 'n Edna's Blend,4.07,47005.0,6,Sunday,2012,5,-0.1660304912478825,Individual Viewers (Millions)
512,6.7,415.0,4,512,2012-11-11,2012,24,Gone Abie Gone,6.86,35136.0,6,Sunday,2012,11,-0.15142857142857152,Individual Viewers (Millions)
517,6.9,411.0,9,517,2013-01-06,2013,24,Homer Goes to Prep School,8.97,42306.0,6,Sunday,2013,1,-0.15142857142857152,Individual Viewers (Millions)
533,6.5,482.0,3,533,2013-11-03,2013,25,Four Regrettings and a Funeral,5.43,39301.0,6,Sunday,2013,11,-0.15908526256352343,Individual Viewers (Millions)
537,7.0,440.0,7,537,2013-12-08,2013,25,Yellow Subterfuge,6.85,43717.0,6,Sunday,2013,12,-0.15908526256352343,Individual Viewers (Millions)
505,7.4,568.0,19,505,2012-04-29,2012,23,A Totally Fun Thing That Bart Will Never Do Again,5.0,53058.0,6,Sunday,2012,4,-0.1660304912478825,Individual Viewers (Millions)
492,7.8,712.0,6,492,2011-11-20,2011,23,The Book Job,5.77,42780.0,6,Sunday,2011,11,-0.1660304912478825,Individual Viewers (Millions)
499,6.5,490.0,13,499,2012-02-12,2012,23,The Daughter Also Rises,4.26,40669.0,6,Sunday,2012,2,-0.1660304912478825,Individual Viewers (Millions)
539,7.6,648.0,9,539,2014-01-05,2014,25,Steal This Episode,12.04,45354.0,6,Sunday,2014,1,-0.15908526256352343,Individual Viewers (Millions)
501,6.9,425.0,15,501,2012-03-04,2012,23,Exit Through the Kwik-E-Mart,5.09,45133.0,6,Sunday,2012,3,-0.1660304912478825,Individual Viewers (Millions)
523,7.0,418.0,15,523,2013-03-10,2013,24,"Black Eyed, Please",4.85,42925.0,6,Sunday,2013,3,-0.15142857142857152,Individual Viewers (Millions)
503,7.1,493.0,17,503,2012-03-18,2012,23,"Them, Robot",5.25,43615.0,6,Sunday,2012,3,-0.1660304912478825,Individual Viewers (Millions)
532,7.1,654.0,2,532,2013-10-06,2013,25,Treehouse of Horror XXIV,6.42,64758.0,6,Sunday,2013,10,-0.15908526256352343,Individual Viewers (Millions)
526,6.5,405.0,18,526,2013-04-28,2013,24,Pulpit Friction,4.54,41184.0,6,Sunday,2013,4,-0.15142857142857152,Individual Viewers (Millions)
519,6.6,405.0,11,519,2013-01-27,2013,24,The Changing of the Guardian,5.23,42215.0,6,Sunday,2013,1,-0.15142857142857152,Individual Viewers (Millions)
509,6.4,597.0,1,509,2012-09-30,2012,24,Moonshine River,8.08,36570.0,6,Sunday,2012,9,-0.15142857142857152,Individual Viewers (Millions)
514,6.5,430.0,6,514,2012-11-25,2012,24,A Tree Grows in Springfield,7.46,43211.0,6,Sunday,2012,11,-0.15142857142857152,Individual Viewers (Millions)
510,7.3,600.0,2,510,2012-10-07,2012,24,Treehouse of Horror XXIII,6.57,67484.0,6,Sunday,2012,10,-0.15142857142857152,Individual Viewers (Millions)
515,7.2,493.0,7,515,2012-12-09,2012,24,The Day the Earth Stood Cool,7.44,40649.0,6,Sunday,2012,12,-0.15142857142857152,Individual Viewers (Millions)
521,7.0,406.0,13,521,2013-02-17,2013,24,Hardly Kirk-ing,4.57,42807.0,6,Sunday,2013,2,-0.15142857142857152,Individual Viewers (Millions)
528,6.3,410.0,20,528,2013-05-12,2013,24,The Fabulous Faker Boy,4.16,42426.0,6,Sunday,2013,5,-0.15142857142857152,Individual Viewers (Millions)
535,7.1,442.0,5,535,2013-11-17,2013,25,Labor Pains,4.08,40671.0,6,Sunday,2013,11,-0.15908526256352343,Individual Viewers (Millions)
530,7.0,396.0,22,530,2013-05-19,2013,24,Dangers on a Train,4.52,44984.0,6,Sunday,2013,5,-0.15142857142857152,Individual Viewers (Millions)
218,7.3,831.0,15,218,1999-02-21,1999,10,"Marge Simpson in: ""Screaming Yellow Honkers""",8.6,52778.0,6,Sunday,1999,2,0.03665019762845839,Household Viewers (Millions)
544,6.6,407.0,14,544,2014-03-16,2014,25,The Winter of His Content,4.02,44271.0,6,Sunday,2014,3,-0.15908526256352343,Individual Viewers (Millions)
549,5.8,445.0,19,549,2014-04-27,2014,25,What to Expect When Bart's Expecting,3.45,48760.0,6,Sunday,2014,4,-0.15908526256352343,Individual Viewers (Millions)
560,6.5,431.0,8,560,2014-11-23,2014,26,Covercraft,3.45,38432.0,6,Sunday,2014,11,-0.22591756070016963,Individual Viewers (Millions)
565,6.3,377.0,13,565,2015-02-08,2015,26,Walking Big & Tall,2.78,36221.0,6,Sunday,2015,2,-0.22591756070016963,Individual Viewers (Millions)
579,6.8,385.0,5,579,2015-10-25,2015,27,Treehouse of Horror XXVI,6.75,195.0,6,Sunday,2015,10,-0.13258610954263153,Individual Viewers (Millions)
584,6.6,356.0,10,584,2016-01-03,2016,27,The Girl Code,4.41,166.0,6,Sunday,2016,1,-0.13258610954263153,Individual Viewers (Millions)
551,6.7,402.0,21,551,2014-05-11,2014,25,Pay Pal,3.66,51132.0,6,Sunday,2014,5,-0.15908526256352343,Individual Viewers (Millions)
575,5.9,532.0,1,575,2015-09-27,2015,27,Every Man's Dream,3.28,187.0,6,Sunday,2015,9,-0.13258610954263153,Individual Viewers (Millions)
572,6.2,330.0,20,572,2015-05-03,2015,26,Let's Go Fly a Coot,3.12,40783.0,6,Sunday,2015,5,-0.22591756070016963,Individual Viewers (Millions)
569,6.7,374.0,17,569,2015-03-15,2015,26,Waiting for Duffman,3.59,37874.0,6,Sunday,2015,3,-0.22591756070016963,Individual Viewers (Millions)
581,6.3,328.0,7,581,2015-11-22,2015,27,Lisa with an 'S',5.64,145.0,6,Sunday,2015,11,-0.13258610954263153,Individual Viewers (Millions)
563,7.3,434.0,11,563,2015-01-11,2015,26,Bart's New Friend,4.28,39702.0,6,Sunday,2015,1,-0.22591756070016963,Individual Viewers (Millions)
587,6.3,252.0,13,587,2016-02-14,2016,27,Love Is in the N2-O2-Ar-CO2-Ne-He-CH4,2.89,158.0,6,Sunday,2016,2,-0.13258610954263153,Individual Viewers (Millions)
571,6.9,347.0,19,571,2015-04-26,2015,26,The Kids Are All Fight,3.33,42123.0,6,Sunday,2015,4,-0.22591756070016963,Individual Viewers (Millions)
568,6.9,377.0,16,568,2015-03-08,2015,26,Sky Police,3.79,43023.0,6,Sunday,2015,3,-0.22591756070016963,Individual Viewers (Millions)
553,5.8,652.0,1,553,2014-09-28,2014,26,Clown in the Dumps,8.53,29526.0,6,Sunday,2014,9,-0.22591756070016963,Individual Viewers (Millions)
555,6.5,457.0,3,555,2014-10-12,2014,26,Super Franchise Me,7.33,42912.0,6,Sunday,2014,10,-0.22591756070016963,Individual Viewers (Millions)
586,6.7,271.0,12,586,2016-01-17,2016,27,Much Apu About Something,3.95,170.0,6,Sunday,2016,1,-0.13258610954263153,Individual Viewers (Millions)
561,6.8,432.0,9,561,2014-12-07,2014,26,I Won't Be Home for Christmas,6.52,37064.0,6,Sunday,2014,12,-0.22591756070016963,Individual Viewers (Millions)
556,7.3,612.0,4,556,2014-10-19,2014,26,Treehouse of Horror XXV,7.76,65425.0,6,Sunday,2014,10,-0.22591756070016963,Individual Viewers (Millions)
566,6.7,360.0,14,566,2015-02-15,2015,26,My Fare Lady,2.67,35846.0,6,Sunday,2015,2,-0.22591756070016963,Individual Viewers (Millions)
591,6.5,246.0,17,591,2016-04-03,2016,27,The Burns Cage,2.32,190.0,6,Sunday,2016,4,-0.13258610954263153,Individual Viewers (Millions)
574,6.9,335.0,22,574,2015-05-17,2015,26,Mathlete's Feat,2.82,47429.0,6,Sunday,2015,5,-0.22591756070016963,Individual Viewers (Millions)
589,6.3,233.0,15,589,2016-03-06,2016,27,Lisa the Veterinarian,3.09,174.0,6,Sunday,2016,3,-0.13258610954263153,Individual Viewers (Millions)
582,7.1,305.0,8,582,2015-12-06,2015,27,Paths of Glory,5.53,170.0,6,Sunday,2015,12,-0.13258610954263153,Individual Viewers (Millions)
577,7.2,404.0,3,577,2015-10-11,2015,27,Puffless,3.31,160.0,6,Sunday,2015,10,-0.13258610954263153,Individual Viewers (Millions)
31,8.0,1257.0,18,31,1991-04-11,1991,2,Brush with Greatness,20.6,58561.0,3,Thursday,1991,4,-0.49943534726143546,Household Viewers (Millions)
45,8.8,1618.0,10,45,1991-11-21,1991,3,Flaming Moe's,23.9,58968.0,3,Thursday,1991,11,-0.06852173913043466,Household Viewers (Millions)
5,8.1,1732.0,5,5,1990-02-04,1990,1,Bart the General,27.1,63129.0,6,Sunday,1990,2,0.49670329670329777,Household Viewers (Millions)
59,8.2,1227.0,24,59,1992-08-27,1992,3,"Brother, Can You Spare Two Dimes?",17.2,50936.0,3,Thursday,1992,8,-0.06852173913043466,Household Viewers (Millions)
62,9.0,1747.0,3,62,1992-10-08,1992,4,Homer the Heretic,19.3,64605.0,3,Thursday,1992,10,0.008752117447769443,Household Viewers (Millions)
83,9.0,2010.0,2,83,1993-10-07,1993,5,Cape Feare,20.0,65585.0,3,Thursday,1993,10,-0.22907961603613758,Household Viewers (Millions)
88,7.7,1085.0,7,88,1993-11-11,1993,5,Bart's Inner Child,18.7,74139.0,3,Thursday,1993,11,-0.22907961603613758,Household Viewers (Millions)
96,8.8,1505.0,15,96,1994-02-24,1994,5,Deep Space Homer,18.2,75439.0,3,Thursday,1994,2,-0.22907961603613758,Household Viewers (Millions)
100,8.4,1118.0,19,100,1994-04-28,1994,5,Sweet Seymour Skinner's Baadasssss Song,19.7,66406.0,3,Thursday,1994,4,-0.22907961603613758,Household Viewers (Millions)
101,8.2,1103.0,20,101,1994-05-05,1994,5,The Boy Who Knew Too Much,15.5,74427.0,3,Thursday,1994,5,-0.22907961603613758,Household Viewers (Millions)
109,9.0,1690.0,6,109,1994-10-30,1994,6,Treehouse of Horror V,22.2,119295.0,6,Sunday,1994,10,-0.1333076923076921,Household Viewers (Millions)
128,9.1,1619.0,25,128,1995-05-21,1995,6,Who Shot Mr. Burns? (Part One),15.0,86070.0,6,Sunday,1995,5,-0.1333076923076921,Household Viewers (Millions)
155,9.2,2439.0,2,155,1996-11-03,1996,8,You Only Move Twice,13.9,79609.0,6,Sunday,1996,11,-0.09198899250879057,Household Viewers (Millions)
162,8.5,1383.0,9,162,1997-01-05,1997,8,El Viaje Misterioso de Nuestro Jomer (The Mysterious Voyage of Homer),14.9,64743.0,6,Sunday,1997,1,-0.09198899250879057,Household Viewers (Millions)
176,9.2,2256.0,23,176,1997-05-04,1997,8,Homer's Enemy,11.8,74177.0,6,Sunday,1997,5,-0.09198899250879057,Household Viewers (Millions)
182,8.1,1019.0,4,182,1997-10-26,1997,9,Treehouse of Horror VIII,10.9,30963.0,6,Sunday,1997,10,-0.15323076923076925,Household Viewers (Millions)
185,7.7,905.0,7,185,1997-11-16,1997,9,The Two Mrs. Nahasapeemapetilons,11.4,19419.0,6,Sunday,1997,11,-0.15323076923076925,Household Viewers (Millions)
209,7.6,901.0,6,209,1998-11-15,1998,10,D'oh-in' in the Wind,8.3,45779.0,6,Sunday,1998,11,0.03665019762845839,Household Viewers (Millions)
256,8.0,836.0,8,256,2000-12-17,2000,12,Skinner's Sense of Snow,15.9,56755.0,6,Sunday,2000,12,-0.07090909090909082,Individual Viewers (Millions)
257,8.0,899.0,9,257,2001-01-07,2001,12,HOMR,18.5,68784.0,6,Sunday,2001,1,-0.07090909090909082,Individual Viewers (Millions)
266,8.6,1095.0,18,266,2001-04-29,2001,12,Trilogy of Error,14.4,53728.0,6,Sunday,2001,4,-0.07090909090909082,Individual Viewers (Millions)
291,8.0,701.0,22,291,2002-05-22,2002,13,Poppa's Got a Brand New Badge,8.2,53639.0,2,Wednesday,2002,5,-0.1593450028232637,Individual Viewers (Millions)
292,7.6,752.0,1,292,2002-11-03,2002,14,Treehouse of Horror XIII,16.7,71817.0,6,Sunday,2002,11,-0.1770412196499154,Individual Viewers (Millions)
495,8.2,905.0,9,495,2011-12-11,2011,23,Holidays of Future Passed,6.43,69460.0,6,Sunday,2011,12,-0.1660304912478825,Individual Viewers (Millions)
558,7.9,977.0,6,558,2014-11-09,2014,26,Simpsorama,6.7,48223.0,6,Sunday,2014,11,-0.22591756070016963,Individual Viewers (Millions)
578,7.5,462.0,4,578,2015-10-18,2015,27,Halloween of Horror,3.69,196.0,6,Sunday,2015,10,-0.13258610954263153,Individual Viewers (Millions)
594,6.7,193.0,20,594,2016-05-08,2016,27,To Courier with Love,2.52,192.0,6,Sunday,2016,5,-0.13258610954263153,Individual Viewers (Millions)
3,7.5,1709.0,3,3,1990-01-21,1990,1,Homer's Odyssey,27.5,78072.0,6,Sunday,1990,1,0.49670329670329777,Household Viewers (Millions)
235,7.3,809.0,9,235,1999-12-19,1999,11,Grift of the Magi,7.76,48070.0,6,Sunday,1999,12,0.011501976284584858,Household Viewers (Millions)
250,7.4,803.0,2,250,2000-11-05,2000,12,A Tale of Two Springfields,16.2,40990.0,6,Sunday,2000,11,-0.07090909090909082,Individual Viewers (Millions)
253,7.2,762.0,5,253,2000-11-26,2000,12,Homer vs. Dignity,15.0,44005.0,6,Sunday,2000,11,-0.07090909090909082,Individual Viewers (Millions)
282,6.5,623.0,13,282,2002-03-10,2002,13,The Old Man and the Key,14.5,41049.0,6,Sunday,2002,3,-0.1593450028232637,Individual Viewers (Millions)
307,7.1,555.0,16,307,2003-03-30,2003,14,'Scuse Me While I Miss the Sky,12.6,43756.0,6,Sunday,2003,3,-0.1770412196499154,Individual Viewers (Millions)
324,7.1,575.0,11,324,2004-02-08,2004,15,Margical History Tour,8.9,42492.0,6,Sunday,2004,2,-0.2494184076792774,Individual Viewers (Millions)
348,7.0,530.0,13,348,2005-03-20,2005,16,Mobile Homer,8.49,45489.0,6,Sunday,2005,3,-0.11907792207792203,Individual Viewers (Millions)
351,7.4,661.0,16,351,2005-05-01,2005,16,Don't Fear the Roofer,11.92,41620.0,6,Sunday,2005,5,-0.11907792207792203,Individual Viewers (Millions)
369,7.4,642.0,13,369,2006-03-12,2006,17,The Seemingly Never-Ending Story,9.72,48854.0,6,Sunday,2006,3,-0.15907961603613796,Individual Viewers (Millions)
371,6.5,854.0,15,371,2006-03-26,2006,17,"Homer Simpson, This Is Your Wife",10.09,41323.0,6,Sunday,2006,3,-0.15907961603613796,Individual Viewers (Millions)
374,6.7,549.0,18,374,2006-04-23,2006,17,The Wettest Stories Ever Told,7.04,42280.0,6,Sunday,2006,4,-0.15907961603613796,Individual Viewers (Millions)
403,7.2,637.0,3,403,2007-10-07,2007,19,Midnight Towboy,7.7,35926.0,6,Sunday,2007,10,-0.1985338345864664,Individual Viewers (Millions)
426,7.1,599.0,6,426,2008-11-16,2008,20,Homer and Lisa Exchange Cross Words,8.52,38879.0,6,Sunday,2008,11,-0.17758441558441557,Individual Viewers (Millions)
441,7.2,648.0,21,441,2009-05-17,2009,20,Coming to Homerica,5.86,6477.0,6,Sunday,2009,5,-0.17758441558441557,Individual Viewers (Millions)
445,7.3,671.0,4,445,2009-10-18,2009,21,Treehouse of Horror XX,8.59,66209.0,6,Sunday,2009,10,-0.1711363636363636,Individual Viewers (Millions)
458,6.7,482.0,17,458,2010-04-11,2010,21,American History X-cellent,5.65,44645.0,6,Sunday,2010,4,-0.1711363636363636,Individual Viewers (Millions)
460,6.9,511.0,19,460,2010-04-25,2010,21,The Squirt and the Whale,5.94,40632.0,6,Sunday,2010,4,-0.1711363636363636,Individual Viewers (Millions)
468,7.1,680.0,4,468,2010-11-07,2010,22,Treehouse of Horror XXI,8.19,61954.0,6,Sunday,2010,11,-0.16637492941840787,Individual Viewers (Millions)
493,6.8,493.0,7,493,2011-11-27,2011,23,The Man in the Blue Flannel Pants,5.61,41687.0,6,Sunday,2011,11,-0.1660304912478825,Individual Viewers (Millions)
524,7.1,417.0,16,524,2013-03-17,2013,24,Dark Knight Court,4.89,44170.0,6,Sunday,2013,3,-0.15142857142857152,Individual Viewers (Millions)
529,7.2,460.0,21,529,2013-05-19,2013,24,The Saga of Carl,4.01,42996.0,6,Sunday,2013,5,-0.15142857142857152,Individual Viewers (Millions)
546,6.9,430.0,16,546,2014-03-30,2014,25,You Don't Have to Live Like a Referee,3.91,42080.0,6,Sunday,2014,3,-0.15908526256352343,Individual Viewers (Millions)
567,6.6,372.0,15,567,2015-03-01,2015,26,The Princess Guide,3.93,34137.0,6,Sunday,2015,3,-0.22591756070016963,Individual Viewers (Millions)
592,6.4,228.0,18,592,2016-04-10,2016,27,How Lisa Got Her Marge Back,2.55,188.0,6,Sunday,2016,4,-0.13258610954263153,Individual Viewers (Millions)
596,6.9,210.0,22,596,2016-05-22,2016,27,Orange Is the New Yellow,2.54,276.0,6,Sunday,2016,5,-0.13258610954263153,Individual Viewers (Millions)
262,7.2,833.0,14,262,2001-02-25,2001,12,New Kids on the Blecch,18.1,50903.0,6,Sunday,2001,2,-0.07090909090909082,Individual Viewers (Millions)
277,7.0,649.0,8,277,2002-01-20,2002,13,Sweets and Sour Marge,12.3,54348.0,6,Sunday,2002,1,-0.1593450028232637,Individual Viewers (Millions)
290,7.1,642.0,21,290,2002-05-19,2002,13,The Frying Game,10.8,48954.0,6,Sunday,2002,5,-0.1593450028232637,Individual Viewers (Millions)
303,7.3,628.0,12,303,2003-02-16,2003,14,I'm Spelling As Fast As I Can,22.1,42885.0,6,Sunday,2003,2,-0.1770412196499154,Individual Viewers (Millions)
304,7.1,599.0,13,304,2003-03-02,2003,14,A Star Is Born-Again,14.4,42185.0,6,Sunday,2003,3,-0.1770412196499154,Individual Viewers (Millions)
317,7.1,705.0,4,317,2003-11-23,2003,15,The Regina Monologues,12.2,43134.0,6,Sunday,2003,11,-0.2494184076792774,Individual Viewers (Millions)
356,7.2,635.0,21,356,2005-05-15,2005,16,"The Father, the Son, and the Holy Guest Star",9.69,48303.0,6,Sunday,2005,5,-0.11907792207792203,Individual Viewers (Millions)
361,6.9,578.0,5,361,2005-11-13,2005,17,Marge's Son Poisoning,11.4,39428.0,6,Sunday,2005,11,-0.15907961603613796,Individual Viewers (Millions)
373,7.2,677.0,17,373,2006-04-09,2006,17,"Kiss Kiss, Bang Bangalore",8.2,47829.0,6,Sunday,2006,4,-0.15907961603613796,Individual Viewers (Millions)
380,6.7,671.0,2,380,2006-09-17,2006,18,Jazzy and the Pussycats,8.94,33495.0,6,Sunday,2006,9,-0.1371146245059288,Individual Viewers (Millions)
401,6.7,706.0,1,401,2007-09-23,2007,19,He Loves to Fly and He D'ohs,9.7,36253.0,6,Sunday,2007,9,-0.1985338345864664,Individual Viewers (Millions)
404,6.9,620.0,4,404,2007-10-14,2007,19,I Don't Wanna Know Why the Caged Bird Sings,8.8,35850.0,6,Sunday,2007,10,-0.1985338345864664,Individual Viewers (Millions)
409,8.2,949.0,9,409,2007-12-16,2007,19,Eternal Moonshine of the Simpson Mind,10.15,44862.0,6,Sunday,2007,12,-0.1985338345864664,Individual Viewers (Millions)
429,5.9,706.0,9,429,2009-01-25,2009,20,Lisa the Drama Queen,5.75,38582.0,6,Sunday,2009,1,-0.17758441558441557,Individual Viewers (Millions)
431,7.0,603.0,11,431,2009-03-01,2009,20,How the Test Was Won,6.52,41271.0,6,Sunday,2009,3,-0.17758441558441557,Individual Viewers (Millions)
434,6.3,619.0,14,434,2009-03-22,2009,20,In the Name of the Grandfather,6.15,45727.0,6,Sunday,2009,3,-0.17758441558441557,Individual Viewers (Millions)
435,6.8,571.0,15,435,2009-03-29,2009,20,Wedding for Disaster,6.58,43254.0,6,Sunday,2009,3,-0.17758441558441557,Individual Viewers (Millions)
486,7.0,492.0,22,486,2011-05-22,2011,22,The Ned-Liest Catch,5.25,43681.0,6,Sunday,2011,5,-0.16637492941840787,Individual Viewers (Millions)
500,7.0,580.0,14,500,2012-02-19,2012,23,At Long Last Leave,5.77,45226.0,6,Sunday,2012,2,-0.1660304912478825,Individual Viewers (Millions)
502,7.3,541.0,16,502,2012-03-11,2012,23,How I Wet Your Mother,4.97,44818.0,6,Sunday,2012,3,-0.1660304912478825,Individual Viewers (Millions)
511,6.9,460.0,3,511,2012-11-04,2012,24,Adventures in Baby-Getting,5.65,39687.0,6,Sunday,2012,11,-0.15142857142857152,Individual Viewers (Millions)
542,6.4,473.0,12,542,2014-03-09,2014,25,Diggs,2.69,39292.0,6,Sunday,2014,3,-0.15908526256352343,Individual Viewers (Millions)
548,7.0,504.0,18,548,2014-04-13,2014,25,Days of Future Future,3.64,55742.0,6,Sunday,2014,4,-0.15908526256352343,Individual Viewers (Millions)
